"loan_amount","borrower_income","borrower_race","bank_action"
312000,254000,"W","denied"
24000,35000,"W","approved"
1160000,282000,"W","approved"
159000,80000,"W","approved"
164000,96000,"W","approved"
132000,59000,"W","approved"
224000,166000,"W","approved"
1300000,234000,"O","denied"
232000,129000,"W","approved"
110000,155000,"W","denied"
126000,163000,"B","approved"
160000,82000,"W","approved"
190000,49000,"W","approved"
103000,179000,"W","approved"
99000,96000,"W","approved"
256000,189000,"W","approved"
274000,103000,"W","approved"
96000,67000,"W","approved"
338000,135000,"W","approved"
312000,75000,"A","approved"
350000,375000,"W","approved"
108000,42000,"W","approved"
116000,32000,"W","approved"
96000,44000,"B","approved"
1e+05,75000,"W","approved"
144000,128000,"W","approved"
85000,22000,"W","approved"
282000,99000,"W","approved"
89000,40000,"W","approved"
180000,105000,"W","approved"
320000,96000,"W","approved"
142000,70000,"W","approved"
172000,46000,"W","denied"
116000,30000,"B","approved"
62000,41000,"W","approved"
185000,47000,"W","approved"
479000,180000,"W","denied"
153000,137000,"W","approved"
1493000,2914000,"W","approved"
148000,63000,"W","approved"
164000,87000,"B","approved"
140000,23000,"W","denied"
220000,83000,"W","approved"
204000,61000,"W","approved"
133000,153000,"W","approved"
41000,16000,"W","approved"
81000,50000,"W","approved"
130000,34000,"W","approved"
288000,2e+05,"W","denied"
155000,52000,"W","approved"
240000,135000,"W","approved"
30000,64000,"B","denied"
328000,196000,"W","approved"
170000,62000,"W","approved"
80000,34000,"B","approved"
78000,17000,"W","approved"
455000,169000,"W","approved"
89000,142000,"W","approved"
314000,152000,"W","approved"
536000,230000,"W","approved"
544000,420000,"W","approved"
78000,24000,"W","approved"
292000,90000,"W","approved"
158000,1e+05,"W","approved"
220000,142000,"W","approved"
224000,64000,"W","approved"
132000,73000,"A","denied"
165000,77000,"O","approved"
175000,80000,"W","approved"
50000,20000,"W","approved"
158000,40000,"W","denied"
544000,182000,"W","approved"
60000,37000,"B","denied"
86000,81000,"W","approved"
54000,46000,"W","denied"
97000,68000,"W","approved"
257000,80000,"W","denied"
145000,83000,"B","approved"
304000,106000,"O","denied"
65000,53000,"W","approved"
57000,31000,"W","denied"
77000,55000,"B","approved"
1144000,265000,"W","approved"
111000,52000,"W","approved"
64000,18000,"W","approved"
59000,30000,"W","approved"
59000,34000,"A","approved"
298000,107000,"W","approved"
184000,115000,"W","approved"
115000,96000,"W","approved"
155000,45000,"W","approved"
208000,65000,"W","approved"
158000,106000,"W","approved"
66000,37000,"W","approved"
166000,68000,"W","approved"
71000,42000,"A","approved"
92000,1e+05,"A","approved"
51000,13000,"W","approved"
383000,89000,"W","approved"
36000,41000,"W","approved"
29000,26000,"W","approved"
173000,90000,"W","approved"
975000,931000,"W","approved"
45000,13000,"W","approved"
108000,62000,"W","denied"
110000,90000,"B","approved"
110000,49000,"W","approved"
29000,8000,"B","approved"
324000,84000,"W","approved"
53000,16000,"W","approved"
387000,356000,"W","approved"
125000,73000,"B","approved"
103000,55000,"W","approved"
96000,116000,"W","approved"
2e+05,49000,"B","approved"
191000,120000,"W","approved"
280000,201000,"W","approved"
75000,45000,"B","approved"
160000,48000,"W","approved"
417000,596000,"W","approved"
1e+05,54000,"W","approved"
117000,32000,"B","approved"
312000,293000,"B","approved"
406000,182000,"W","approved"
89000,40000,"W","approved"
120000,132000,"B","approved"
212000,10000,"W","approved"
76000,56000,"W","approved"
96000,34000,"W","approved"
48000,50000,"W","approved"
92000,27000,"A","approved"
250000,236000,"W","approved"
98000,91000,"W","denied"
3e+05,171000,"W","approved"
189000,72000,"W","approved"
348000,230000,"A","approved"
34000,30000,"W","approved"
144000,78000,"W","approved"
233000,130000,"W","approved"
62000,26000,"B","approved"
288000,122000,"A","approved"
142000,111000,"W","approved"
138000,56000,"W","approved"
88000,33000,"W","approved"
49000,54000,"W","approved"
70000,51000,"W","approved"
78000,71000,"B","approved"
311000,83000,"W","approved"
156000,105000,"W","denied"
298000,116000,"W","approved"
210000,99000,"W","approved"
20000,47000,"W","approved"
193000,77000,"W","denied"
4e+05,121000,"W","approved"
194000,74000,"W","approved"
1300000,349000,"W","approved"
308000,89000,"W","approved"
146000,31000,"W","approved"
77000,33000,"W","approved"
172000,94000,"W","approved"
52000,37000,"B","approved"
116000,21000,"W","approved"
119000,72000,"W","approved"
560000,167000,"W","approved"
284000,152000,"W","approved"
196000,96000,"W","approved"
225000,91000,"W","denied"
220000,91000,"B","approved"
58000,31000,"W","approved"
140000,64000,"W","approved"
83000,130000,"W","approved"
30000,13000,"A","approved"
28000,9000,"W","approved"
52000,16000,"W","denied"
132000,101000,"B","approved"
36000,54000,"W","approved"
392000,176000,"O","approved"
1e+05,34000,"B","denied"
325000,66000,"W","approved"
44000,39000,"W","approved"
87000,63000,"W","approved"
252000,103000,"A","approved"
332000,121000,"W","approved"
102000,93000,"A","denied"
154000,63000,"W","approved"
176000,49000,"W","approved"
190000,231000,"W","approved"
206000,60000,"W","approved"
417000,209000,"W","denied"
1044000,652000,"O","approved"
284000,136000,"W","approved"
230000,58000,"W","approved"
70000,45000,"W","approved"
214000,92000,"B","approved"
40000,36000,"W","approved"
186000,74000,"W","approved"
124000,33000,"A","approved"
310000,120000,"W","approved"
60000,29000,"A","denied"
496000,179000,"W","approved"
46000,60000,"W","approved"
220000,130000,"W","approved"
242000,174000,"B","approved"
265000,121000,"A","approved"
87000,71000,"W","approved"
70000,49000,"W","approved"
175000,38000,"W","approved"
82000,60000,"W","approved"
140000,33000,"B","approved"
83000,107000,"W","approved"
316000,111000,"W","approved"
192000,82000,"B","approved"
112000,66000,"W","approved"
204000,65000,"W","approved"
63000,77000,"W","denied"
215000,209000,"B","approved"
155000,228000,"W","approved"
204000,86000,"B","denied"
68000,46000,"W","approved"
129000,37000,"W","approved"
180000,41000,"B","denied"
4e+05,132000,"W","approved"
1e+05,97000,"B","denied"
417000,169000,"W","approved"
42000,20000,"W","approved"
350000,165000,"W","approved"
68000,29000,"W","approved"
153000,264000,"B","approved"
185000,65000,"W","approved"
288000,137000,"W","approved"
1e+05,98000,"W","approved"
94000,40000,"B","approved"
370000,332000,"W","approved"
41000,16000,"W","approved"
412000,190000,"B","approved"
70000,48000,"W","approved"
96000,18000,"W","approved"
259000,308000,"W","approved"
120000,66000,"W","approved"
212000,89000,"W","approved"
4e+05,145000,"W","approved"
417000,280000,"W","denied"
266000,83000,"W","approved"
152000,145000,"W","approved"
3e+05,154000,"W","approved"
298000,90000,"W","approved"
120000,38000,"W","approved"
185000,95000,"W","approved"
108000,111000,"B","denied"
211000,84000,"W","denied"
196000,62000,"W","approved"
80000,31000,"W","denied"
295000,101000,"O","approved"
166000,28000,"W","approved"
535000,120000,"W","denied"
242000,127000,"B","approved"
602000,3e+05,"W","approved"
225000,218000,"B","approved"
331000,62000,"W","approved"
235000,133000,"A","denied"
45000,44000,"B","approved"
151000,131000,"W","approved"
2e+05,67000,"W","approved"
290000,158000,"W","approved"
141000,42000,"W","approved"
175000,75000,"W","approved"
264000,105000,"B","approved"
50000,22000,"W","approved"
383000,150000,"W","approved"
232000,90000,"W","approved"
252000,291000,"W","approved"
80000,21000,"W","approved"
284000,293000,"W","approved"
44000,41000,"W","approved"
417000,96000,"W","approved"
126000,51000,"W","approved"
99000,63000,"W","approved"
245000,127000,"W","approved"
36000,47000,"W","approved"
417000,148000,"W","approved"
315000,169000,"W","approved"
319000,292000,"W","approved"
86000,93000,"W","approved"
133000,86000,"W","approved"
112000,72000,"W","approved"
66000,35000,"W","approved"
144000,40000,"W","approved"
121000,157000,"W","approved"
202000,133000,"W","denied"
328000,125000,"W","approved"
73000,37000,"O","denied"
370000,235000,"B","approved"
140000,75000,"W","approved"
64000,73000,"B","approved"
140000,72000,"W","approved"
164000,111000,"B","approved"
268000,125000,"W","approved"
99000,20000,"W","approved"
150000,68000,"W","approved"
203000,78000,"W","approved"
84000,57000,"A","approved"
76000,32000,"W","approved"
77000,27000,"A","approved"
122000,48000,"W","approved"
141000,48000,"W","approved"
228000,86000,"W","approved"
198000,41000,"W","approved"
111000,116000,"W","approved"
220000,55000,"W","approved"
125000,75000,"W","approved"
35000,22000,"W","approved"
185000,85000,"W","approved"
156000,78000,"W","approved"
93000,29000,"W","approved"
50000,48000,"W","approved"
280000,81000,"W","approved"
130000,80000,"W","approved"
70000,54000,"B","approved"
62000,49000,"B","approved"
230000,82000,"W","approved"
144000,64000,"W","approved"
1e+05,27000,"W","denied"
172000,175000,"W","approved"
146000,101000,"W","approved"
134000,117000,"B","denied"
59000,199000,"W","approved"
670000,358000,"B","approved"
114000,42000,"W","approved"
30000,31000,"W","approved"
102000,64000,"B","approved"
352000,105000,"W","approved"
198000,74000,"B","approved"
417000,222000,"W","approved"
154000,80000,"B","approved"
39000,16000,"W","approved"
95000,76000,"W","approved"
153000,70000,"W","approved"
43000,44000,"W","approved"
117000,66000,"W","approved"
120000,24000,"B","approved"
45000,37000,"W","approved"
513000,253000,"W","approved"
68000,54000,"B","approved"
159000,149000,"W","approved"
321000,112000,"W","approved"
142000,41000,"W","approved"
180000,139000,"W","approved"
89000,163000,"W","approved"
278000,71000,"W","approved"
188000,94000,"W","approved"
165000,144000,"W","approved"
146000,55000,"W","approved"
160000,34000,"W","approved"
140000,58000,"W","approved"
441000,163000,"W","approved"
2e+05,51000,"W","approved"
194000,41000,"W","approved"
161000,90000,"W","approved"
392000,170000,"W","approved"
144000,124000,"W","approved"
96000,41000,"W","approved"
280000,242000,"W","approved"
203000,38000,"W","approved"
270000,102000,"W","approved"
190000,92000,"B","approved"
140000,68000,"W","approved"
346000,212000,"W","approved"
145000,58000,"W","approved"
10000,24000,"W","approved"
140000,38000,"W","approved"
176000,61000,"W","approved"
153000,45000,"W","approved"
406000,190000,"W","approved"
191000,81000,"W","approved"
135000,39000,"W","approved"
333000,94000,"A","approved"
94000,68000,"O","approved"
203000,51000,"W","denied"
87000,52000,"W","denied"
149000,57000,"W","approved"
111000,23000,"W","denied"
113000,32000,"W","approved"
321000,155000,"W","approved"
109000,39000,"W","approved"
98000,31000,"W","approved"
1e+05,92000,"W","approved"
3e+05,111000,"W","approved"
225000,60000,"W","approved"
5e+05,179000,"W","approved"
130000,85000,"W","approved"
295000,59000,"W","approved"
90000,56000,"W","approved"
98000,28000,"W","denied"
112000,70000,"B","approved"
152000,87000,"W","approved"
56000,32000,"W","approved"
232000,1e+05,"W","approved"
203000,1e+05,"W","approved"
26000,22000,"W","approved"
188000,48000,"W","denied"
120000,45000,"W","approved"
160000,95000,"W","approved"
344000,94000,"W","approved"
370000,110000,"W","approved"
320000,175000,"W","approved"
332000,205000,"B","denied"
184000,64000,"W","approved"
113000,36000,"W","approved"
6e+05,130000,"W","approved"
60000,120000,"W","approved"
624000,155000,"A","approved"
70000,41000,"W","approved"
58000,79000,"W","denied"
417000,131000,"W","approved"
308000,140000,"W","approved"
136000,97000,"W","denied"
126000,60000,"W","approved"
60000,47000,"B","approved"
3e+05,125000,"W","approved"
417000,199000,"W","approved"
152000,71000,"W","approved"
125000,103000,"B","approved"
122000,32000,"B","approved"
179000,85000,"W","approved"
198000,61000,"B","denied"
207000,49000,"W","denied"
76000,29000,"B","denied"
285000,117000,"A","approved"
130000,57000,"W","approved"
73000,28000,"W","approved"
138000,69000,"W","approved"
151000,52000,"W","approved"
410000,322000,"W","approved"
76000,68000,"W","approved"
143000,62000,"W","approved"
255000,95000,"W","approved"
55000,25000,"O","approved"
160000,62000,"W","approved"
140000,52000,"W","approved"
145000,71000,"W","approved"
107000,38000,"W","denied"
162000,60000,"W","approved"
563000,369000,"W","approved"
80000,29000,"W","approved"
256000,145000,"O","denied"
202000,82000,"W","approved"
70000,34000,"W","approved"
268000,105000,"A","approved"
263000,254000,"W","approved"
73000,48000,"W","approved"
245000,143000,"W","approved"
417000,310000,"B","approved"
217000,64000,"W","approved"
218000,132000,"W","approved"
264000,111000,"W","approved"
226000,102000,"A","denied"
351000,550000,"W","approved"
1036000,373000,"W","approved"
924000,2e+05,"W","approved"
102000,37000,"W","approved"
806000,273000,"W","approved"
360000,125000,"W","approved"
238000,110000,"B","approved"
221000,78000,"O","approved"
110000,126000,"O","approved"
139000,64000,"W","approved"
238000,70000,"W","approved"
331000,163000,"A","approved"
70000,34000,"W","approved"
203000,54000,"W","approved"
938000,219000,"B","denied"
48000,30000,"W","approved"
112000,39000,"W","approved"
124000,29000,"W","approved"
345000,291000,"W","approved"
2e+05,69000,"W","approved"
65000,31000,"W","approved"
2e+05,66000,"W","approved"
72000,67000,"O","approved"
417000,157000,"B","approved"
79000,27000,"W","approved"
149000,176000,"B","approved"
180000,114000,"W","approved"
92000,49000,"W","approved"
624000,230000,"W","approved"
158000,66000,"W","approved"
154000,115000,"W","approved"
82000,30000,"W","denied"
80000,57000,"W","approved"
416000,272000,"B","approved"
144000,58000,"W","approved"
153000,66000,"W","approved"
128000,101000,"W","approved"
414000,140000,"W","approved"
264000,106000,"B","approved"
86000,97000,"B","denied"
1e+05,32000,"W","approved"
132000,112000,"W","approved"
159000,154000,"W","approved"
239000,80000,"W","approved"
107000,136000,"W","approved"
138000,125000,"B","approved"
139000,35000,"W","approved"
218000,81000,"W","approved"
346000,135000,"W","approved"
139000,1e+05,"B","approved"
160000,88000,"W","approved"
94000,87000,"W","approved"
76000,41000,"B","approved"
263000,154000,"B","approved"
144000,160000,"A","approved"
220000,137000,"W","approved"
69000,49000,"W","approved"
102000,31000,"W","approved"
44000,32000,"W","approved"
94000,50000,"W","approved"
180000,86000,"B","approved"
296000,113000,"W","approved"
264000,181000,"W","approved"
60000,68000,"W","approved"
144000,142000,"W","approved"
60000,29000,"B","approved"
150000,65000,"W","approved"
319000,106000,"W","approved"
171000,1e+05,"W","approved"
88000,117000,"W","approved"
192000,251000,"W","approved"
606000,2e+05,"W","approved"
221000,61000,"W","approved"
203000,43000,"W","denied"
75000,55000,"W","approved"
1e+06,728000,"W","approved"
28000,47000,"W","approved"
150000,147000,"W","approved"
150000,131000,"W","denied"
56000,94000,"W","approved"
294000,70000,"W","approved"
160000,72000,"W","approved"
122000,36000,"W","denied"
226000,6000,"W","approved"
215000,110000,"W","denied"
178000,102000,"A","approved"
488000,517000,"A","approved"
208000,126000,"W","approved"
298000,120000,"A","approved"
110000,19000,"W","approved"
360000,134000,"W","approved"
184000,94000,"W","approved"
47000,26000,"W","approved"
113000,56000,"W","approved"
133000,89000,"W","denied"
173000,44000,"W","approved"
516000,126000,"W","denied"
61000,19000,"A","approved"
386000,260000,"W","approved"
3e+05,114000,"W","approved"
411000,302000,"W","approved"
96000,48000,"A","approved"
414000,540000,"W","approved"
94000,41000,"W","approved"
974000,375000,"W","approved"
1e+05,54000,"W","approved"
60000,47000,"W","approved"
675000,472000,"W","approved"
79000,44000,"A","approved"
3e+05,107000,"W","approved"
50000,29000,"W","approved"
319000,84000,"W","approved"
308000,216000,"A","approved"
1575000,364000,"W","approved"
172000,64000,"W","approved"
87000,40000,"W","denied"
788000,650000,"W","approved"
157000,73000,"W","approved"
315000,250000,"O","approved"
637000,210000,"W","approved"
140000,56000,"W","approved"
40000,73000,"B","approved"
110000,34000,"W","denied"
131000,61000,"W","approved"
192000,59000,"W","approved"
148000,42000,"A","approved"
417000,298000,"W","approved"
96000,81000,"W","approved"
393000,138000,"W","denied"
96000,34000,"O","approved"
178000,133000,"W","approved"
80000,55000,"W","approved"
130000,180000,"W","approved"
52000,16000,"W","approved"
135000,61000,"B","approved"
104000,43000,"W","denied"
158000,55000,"W","approved"
193000,71000,"W","denied"
130000,29000,"W","denied"
113000,101000,"W","approved"
112000,60000,"W","approved"
186000,52000,"W","approved"
105000,41000,"W","approved"
45000,31000,"W","approved"
648000,2e+05,"W","approved"
108000,42000,"B","approved"
4e+05,183000,"A","approved"
184000,85000,"W","approved"
137000,25000,"W","denied"
170000,73000,"W","approved"
199000,60000,"W","approved"
117000,58000,"W","denied"
204000,81000,"W","approved"
63000,32000,"W","approved"
253000,132000,"W","approved"
130000,56000,"W","approved"
79000,53000,"W","approved"
80000,17000,"W","approved"
173000,58000,"W","denied"
96000,34000,"W","approved"
26000,44000,"B","approved"
83000,68000,"W","approved"
78000,58000,"W","approved"
3e+05,488000,"W","approved"
76000,23000,"W","approved"
284000,68000,"W","approved"
204000,85000,"W","approved"
78000,15000,"W","approved"
50000,21000,"W","approved"
76000,19000,"W","approved"
114000,34000,"B","approved"
66000,114000,"W","approved"
90000,42000,"W","approved"
1463000,581000,"W","denied"
272000,171000,"W","denied"
127000,95000,"A","approved"
350000,298000,"W","approved"
230000,133000,"W","approved"
393000,105000,"W","approved"
153000,37000,"W","denied"
132000,38000,"W","denied"
68000,26000,"W","approved"
116000,63000,"W","approved"
78000,82000,"W","approved"
84000,29000,"W","approved"
115000,44000,"B","denied"
172000,106000,"W","denied"
47000,26000,"W","approved"
225000,87000,"W","approved"
44000,30000,"W","approved"
608000,353000,"W","approved"
370000,219000,"W","approved"
271000,76000,"W","approved"
50000,55000,"B","denied"
180000,162000,"W","approved"
268000,1e+05,"O","approved"
160000,64000,"B","approved"
276000,174000,"W","approved"
198000,162000,"W","approved"
78000,31000,"W","approved"
210000,240000,"O","approved"
156000,131000,"W","approved"
80000,75000,"B","approved"
136000,63000,"W","approved"
186000,164000,"W","approved"
56000,30000,"W","approved"
210000,60000,"W","approved"
492000,140000,"B","denied"
220000,175000,"W","denied"
188000,81000,"W","approved"
348000,251000,"W","approved"
417000,129000,"W","approved"
190000,77000,"W","approved"
2e+05,60000,"W","denied"
945000,397000,"W","denied"
249000,83000,"W","approved"
144000,70000,"W","denied"
550000,419000,"W","approved"
326000,175000,"W","approved"
563000,1362000,"W","approved"
715000,178000,"W","approved"
531000,125000,"W","approved"
238000,78000,"A","approved"
97000,57000,"A","approved"
315000,131000,"W","approved"
113000,175000,"W","approved"
383000,306000,"W","approved"
368000,156000,"B","approved"
140000,48000,"W","approved"
1500000,1030000,"B","approved"
210000,132000,"W","denied"
65000,62000,"W","approved"
492000,126000,"W","approved"
212000,68000,"W","approved"
248000,135000,"W","approved"
112000,50000,"W","approved"
256000,166000,"W","approved"
305000,64000,"W","approved"
417000,83000,"W","denied"
85000,63000,"W","approved"
327000,114000,"W","approved"
135000,107000,"W","approved"
176000,70000,"W","approved"
297000,86000,"B","approved"
196000,78000,"A","approved"
206000,175000,"W","approved"
157000,63000,"B","approved"
132000,45000,"W","denied"
234000,122000,"W","approved"
114000,30000,"W","approved"
256000,126000,"A","approved"
628000,481000,"W","approved"
309000,183000,"B","approved"
933000,259000,"W","approved"
218000,256000,"W","approved"
139000,95000,"W","approved"
432000,255000,"W","denied"
178000,41000,"W","approved"
204000,170000,"W","approved"
154000,120000,"W","approved"
480000,219000,"W","approved"
138000,32000,"W","denied"
333000,95000,"W","approved"
70000,80000,"B","approved"
660000,410000,"O","approved"
242000,149000,"W","approved"
80000,50000,"W","approved"
75000,40000,"O","denied"
174000,75000,"O","approved"
2e+05,49000,"A","approved"
2e+05,71000,"W","approved"
153000,122000,"W","approved"
60000,25000,"W","approved"
315000,348000,"W","approved"
741000,321000,"W","approved"
240000,96000,"W","approved"
293000,134000,"W","approved"
34000,25000,"B","approved"
61000,52000,"W","approved"
72000,24000,"B","approved"
194000,24000,"W","approved"
85000,27000,"W","approved"
146000,30000,"B","approved"
159000,90000,"W","approved"
289000,84000,"W","approved"
116000,68000,"W","approved"
303000,130000,"W","approved"
97000,113000,"A","approved"
220000,182000,"W","approved"
29000,24000,"W","approved"
186000,408000,"O","approved"
213000,50000,"W","approved"
230000,49000,"W","approved"
156000,125000,"A","denied"
230000,74000,"W","approved"
247000,72000,"W","approved"
290000,115000,"W","approved"
296000,57000,"O","approved"
160000,43000,"W","denied"
116000,104000,"W","approved"
638000,5e+05,"W","approved"
488000,265000,"W","approved"
276000,65000,"B","approved"
1e+06,1084000,"B","approved"
823000,310000,"W","approved"
417000,87000,"W","approved"
764000,168000,"W","approved"
769000,513000,"W","denied"
146000,46000,"W","denied"
115000,181000,"B","approved"
173000,50000,"W","approved"
128000,27000,"B","approved"
692000,397000,"W","approved"
1251000,349000,"W","approved"
170000,67000,"W","approved"
224000,66000,"W","approved"
95000,16000,"W","approved"
101000,3e+05,"W","approved"
167000,75000,"W","denied"
201000,110000,"W","approved"
232000,66000,"W","approved"
620000,190000,"O","approved"
528000,149000,"W","denied"
166000,91000,"W","approved"
550000,205000,"W","approved"
1e+06,252000,"W","approved"
1500000,513000,"W","approved"
440000,127000,"W","approved"
1e+06,296000,"W","approved"
488000,218000,"A","approved"
604000,346000,"W","approved"
263000,89000,"W","approved"
84000,51000,"W","approved"
121000,97000,"W","approved"
481000,91000,"B","denied"
1e+06,192000,"B","denied"
560000,281000,"W","approved"
664000,346000,"W","approved"
187000,93000,"W","approved"
122000,86000,"B","approved"
1e+06,480000,"W","approved"
1365000,104000,"W","approved"
118000,36000,"W","denied"
593000,502000,"W","approved"
325000,140000,"W","approved"
556000,196000,"W","approved"
232000,125000,"A","approved"
399000,102000,"W","approved"
492000,130000,"B","approved"
162000,70000,"W","approved"
295000,175000,"B","approved"
417000,190000,"W","approved"
140000,46000,"W","approved"
283000,53000,"B","approved"
364000,128000,"W","approved"
253000,143000,"W","approved"
157000,95000,"W","approved"
1e+06,608000,"W","denied"
57000,68000,"W","approved"
232000,60000,"W","approved"
280000,215000,"W","approved"
128000,83000,"W","denied"
84000,53000,"W","approved"
585000,350000,"W","approved"
150000,36000,"W","approved"
130000,204000,"B","approved"
348000,127000,"W","approved"
330000,103000,"B","approved"
417000,189000,"W","approved"
250000,243000,"W","approved"
75000,60000,"B","approved"
342000,154000,"B","approved"
334000,159000,"W","approved"
2e+05,79000,"W","approved"
544000,109000,"B","approved"
180000,53000,"W","approved"
1094000,301000,"B","denied"
508000,312000,"W","approved"
388000,291000,"B","denied"
474000,269000,"W","approved"
245000,215000,"A","approved"
795000,283000,"W","approved"
286000,223000,"W","approved"
620000,739000,"W","approved"
460000,248000,"W","approved"
360000,173000,"W","approved"
3e+05,134000,"W","approved"
529000,96000,"B","approved"
417000,188000,"O","approved"
110000,41000,"W","approved"
62000,21000,"W","approved"
72000,24000,"A","approved"
5e+05,115000,"W","approved"
59000,18000,"W","approved"
2015000,320000,"W","approved"
118000,42000,"W","approved"
71000,33000,"W","approved"
91000,25000,"W","approved"
176000,98000,"A","approved"
417000,196000,"W","approved"
344000,152000,"W","approved"
70000,14000,"W","approved"
369000,70000,"W","approved"
578000,97000,"W","approved"
92000,25000,"W","approved"
331000,130000,"W","approved"
657000,253000,"W","approved"
106000,65000,"A","approved"
380000,167000,"W","approved"
188000,56000,"W","approved"
94000,72000,"W","approved"
979000,304000,"B","approved"
467000,113000,"O","approved"
113000,54000,"W","approved"
315000,68000,"B","denied"
138000,71000,"W","approved"
417000,164000,"W","approved"
189000,91000,"W","approved"
104000,104000,"W","approved"
228000,260000,"W","approved"
148000,41000,"A","approved"
210000,78000,"W","approved"
384000,1e+05,"W","approved"
714000,323000,"W","approved"
210000,65000,"A","approved"
416000,670000,"W","approved"
44000,34000,"A","approved"
416000,185000,"W","denied"
293000,117000,"A","approved"
9e+05,163000,"W","denied"
560000,201000,"W","denied"
67000,97000,"W","approved"
543000,2e+05,"A","approved"
596000,315000,"W","approved"
155000,29000,"W","denied"
392000,130000,"B","approved"
225000,1e+05,"B","approved"
262000,173000,"W","approved"
50000,18000,"W","denied"
417000,197000,"B","approved"
143000,70000,"B","approved"
649000,344000,"W","approved"
996000,319000,"W","denied"
566000,238000,"B","approved"
156000,91000,"O","approved"
165000,157000,"A","approved"
102000,40000,"W","approved"
81000,30000,"W","denied"
1443000,415000,"A","approved"
1e+06,340000,"W","approved"
314000,109000,"W","approved"
125000,37000,"W","approved"
1e+06,610000,"W","approved"
231000,124000,"W","approved"
59000,18000,"W","approved"
81000,77000,"W","approved"
1300000,733000,"W","approved"
417000,1e+05,"W","approved"
6e+05,140000,"W","approved"
120000,106000,"W","approved"
204000,85000,"B","denied"
229000,2e+05,"A","approved"
256000,165000,"W","approved"
180000,84000,"B","approved"
45000,46000,"W","approved"
135000,105000,"B","denied"
320000,150000,"O","approved"
239000,92000,"B","approved"
248000,99000,"W","approved"
16000,99000,"W","denied"
78000,37000,"W","approved"
417000,138000,"W","approved"
417000,201000,"W","approved"
139000,42000,"W","approved"
84000,28000,"W","approved"
688000,250000,"W","approved"
169000,60000,"B","approved"
250000,523000,"W","approved"
82000,34000,"W","approved"
224000,463000,"W","approved"
584000,240000,"W","approved"
110000,35000,"W","approved"
29000,11000,"W","approved"
1e+05,34000,"B","approved"
60000,33000,"W","approved"
104000,102000,"B","approved"
117000,33000,"B","denied"
584000,260000,"W","approved"
172000,48000,"W","denied"
147000,37000,"W","denied"
2e+05,140000,"W","approved"
52000,47000,"W","approved"
316000,110000,"W","approved"
58000,38000,"W","approved"
124000,62000,"B","approved"
91000,85000,"W","approved"
168000,46000,"W","approved"
130000,92000,"B","approved"
585000,420000,"B","approved"
8e+05,504000,"W","approved"
356000,190000,"W","approved"
165000,39000,"W","approved"
660000,228000,"B","approved"
276000,121000,"B","approved"
417000,305000,"W","approved"
178000,36000,"W","denied"
114000,34000,"W","approved"
155000,44000,"W","denied"
161000,83000,"W","approved"
532000,812000,"W","approved"
169000,44000,"W","approved"
504000,227000,"W","approved"
103000,29000,"W","approved"
825000,127000,"W","approved"
88000,35000,"W","approved"
488000,145000,"W","approved"
186000,37000,"W","approved"
64000,30000,"W","denied"
64000,38000,"B","approved"
612000,144000,"B","approved"
417000,187000,"B","approved"
76000,187000,"B","denied"
863000,347000,"W","approved"
324000,125000,"W","approved"
240000,90000,"W","approved"
48000,54000,"W","approved"
746000,425000,"W","approved"
417000,155000,"W","approved"
166000,370000,"W","approved"
540000,520000,"W","approved"
68000,520000,"W","approved"
352000,105000,"W","approved"
245000,153000,"W","denied"
336000,277000,"B","approved"
1103000,349000,"W","approved"
3e+05,4e+05,"W","approved"
327000,173000,"W","approved"
464000,92000,"B","approved"
166000,53000,"W","approved"
164000,44000,"W","approved"
78000,35000,"W","approved"
42000,19000,"W","approved"
417000,164000,"W","approved"
520000,139000,"W","approved"
201000,82000,"W","approved"
58000,59000,"A","approved"
71000,18000,"W","denied"
104000,129000,"W","approved"
680000,345000,"W","approved"
2e+05,94000,"W","approved"
46000,80000,"W","denied"
116000,61000,"W","approved"
333000,2e+05,"W","approved"
62000,30000,"W","approved"
86000,46000,"B","approved"
57000,56000,"A","approved"
151000,66000,"B","approved"
117000,35000,"B","approved"
240000,52000,"W","approved"
71000,42000,"B","approved"
60000,51000,"W","approved"
185000,79000,"W","approved"
1240000,448000,"W","approved"
2e+05,68000,"W","approved"
135000,130000,"W","approved"
776000,720000,"W","approved"
417000,262000,"W","approved"
417000,119000,"W","approved"
74000,44000,"W","approved"
125000,104000,"W","approved"
117000,64000,"W","approved"
51000,30000,"W","approved"
240000,65000,"W","denied"
615000,228000,"W","approved"
540000,218000,"W","approved"
7e+05,420000,"W","approved"
832000,244000,"W","approved"
138000,88000,"W","approved"
417000,222000,"W","approved"
970000,260000,"W","approved"
245000,106000,"W","approved"
264000,118000,"W","approved"
76000,80000,"B","denied"
612000,144000,"O","approved"
38000,144000,"W","approved"
221000,140000,"W","approved"
487000,132000,"W","denied"
198000,94000,"W","approved"
152000,77000,"W","approved"
970000,260000,"W","approved"
9e+05,311000,"W","approved"
112000,79000,"W","approved"
417000,165000,"W","denied"
122000,120000,"B","approved"
246000,63000,"A","approved"
412000,262000,"W","approved"
345000,2e+05,"W","approved"
140000,133000,"W","approved"
83000,30000,"W","approved"
112000,36000,"W","approved"
417000,2e+05,"W","approved"
102000,75000,"O","approved"
112000,62000,"B","approved"
549000,204000,"W","denied"
1200000,6e+05,"W","denied"
